algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMconjunction,0.47225,accuracy,test,6,3,10000,0,treecomplete7,0.25,0.6
ICSCMconjunction,0.4799375,accuracy,train,6,3,10000,0,treecomplete7,0.25,0.6
ICSCMconjunction,0.0,01 loss,causal,6,3,10000,0,treecomplete7,0.25,0.6
ICSCMconjunction,0.568679,t2-t1,fit time,6,3,10000,0,treecomplete7,0.25,0.6
