algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
SCM,0.98675,accuracy,test,20,3,10000,256,conjunction4,0.25,0.9
SCM,0.98575,accuracy,train,20,3,10000,256,conjunction4,0.25,0.9
SCM,0.0,01 loss,causal,20,3,10000,256,conjunction4,0.25,0.9
SCM,0.006339,t2-t1,fit time,20,3,10000,256,conjunction4,0.25,0.9
