algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMconjunction,0.3225,accuracy,test,8,3,10000,0,disjunction2,0.25,0.3
ICSCMconjunction,0.3133125,accuracy,train,8,3,10000,0,disjunction2,0.25,0.3
ICSCMconjunction,0.0,01 loss,causal,8,3,10000,0,disjunction2,0.25,0.3
ICSCMconjunction,0.350994,t2-t1,fit time,8,3,10000,0,disjunction2,0.25,0.3
