algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
SCM,0.97925,accuracy,test,4,3,10000,128,treecomplete3,0.25,0.6
SCM,0.982625,accuracy,train,4,3,10000,128,treecomplete3,0.25,0.6
SCM,0.0,01 loss,causal,4,3,10000,128,treecomplete3,0.25,0.6
SCM,0.021956,t2-t1,fit time,4,3,10000,128,treecomplete3,0.25,0.6
