algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMdisjunction,0.6655,accuracy,test,3,3,10000,128,treecomplete7,0.25,0.6
ICSCMdisjunction,0.6630625,accuracy,train,3,3,10000,128,treecomplete7,0.25,0.6
ICSCMdisjunction,0.0,01 loss,causal,3,3,10000,128,treecomplete7,0.25,0.6
ICSCMdisjunction,1.743615,t2-t1,fit time,3,3,10000,128,treecomplete7,0.25,0.6
