algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
DT,0.98875,accuracy,test,43,3,10000,51,disjunction1,0.25,0.3
DT,0.989625,accuracy,train,43,3,10000,51,disjunction1,0.25,0.3
DT,0.0,01 loss,causal,43,3,10000,51,disjunction1,0.25,0.3
DT,0.003876,t2-t1,fit time,43,3,10000,51,disjunction1,0.25,0.3
