algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMdisjunction,0.97425,accuracy,test,8,3,10000,240,disjunction4,0.25,0.3
ICSCMdisjunction,0.9749375,accuracy,train,8,3,10000,240,disjunction4,0.25,0.3
ICSCMdisjunction,1.0,01 loss,causal,8,3,10000,240,disjunction4,0.25,0.3
ICSCMdisjunction,1.111458,t2-t1,fit time,8,3,10000,240,disjunction4,0.25,0.3
