algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMconjunction,0.972,accuracy,test,3,3,10000,16,conjunction1,0.25,0.9
ICSCMconjunction,0.9731875,accuracy,train,3,3,10000,16,conjunction1,0.25,0.9
ICSCMconjunction,1.0,01 loss,causal,3,3,10000,16,conjunction1,0.25,0.9
ICSCMconjunction,0.244471,t2-t1,fit time,3,3,10000,16,conjunction1,0.25,0.9
