algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMconjunction,0.4665,accuracy,test,7,3,10000,0,disjunction4,0.25,0.3
ICSCMconjunction,0.4789375,accuracy,train,7,3,10000,0,disjunction4,0.25,0.3
ICSCMconjunction,0.0,01 loss,causal,7,3,10000,0,disjunction4,0.25,0.3
ICSCMconjunction,0.399414,t2-t1,fit time,7,3,10000,0,disjunction4,0.25,0.3
