algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICP+DT,0.973,accuracy,test,87,3,10000,16,disjunction1,0.25,0.3
ICP+DT,0.9736875,accuracy,train,87,3,10000,16,disjunction1,0.25,0.3
ICP+DT,1.0,01 loss,causal,87,3,10000,16,disjunction1,0.25,0.3
ICP+DT,0.727673,t2-t1,fit time,87,3,10000,16,disjunction1,0.25,0.3
