algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCMconjunction,0.47725,accuracy,test,8,3,10000,0,disjunction4,0.25,0.3
ICSCMconjunction,0.4766875,accuracy,train,8,3,10000,0,disjunction4,0.25,0.3
ICSCMconjunction,0.0,01 loss,causal,8,3,10000,0,disjunction4,0.25,0.3
ICSCMconjunction,0.402535,t2-t1,fit time,8,3,10000,0,disjunction4,0.25,0.3
