algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICP+DT,0.97775,accuracy,test,18,3,10000,48,conjunction2,0.25,0.9
ICP+DT,0.9750625,accuracy,train,18,3,10000,48,conjunction2,0.25,0.9
ICP+DT,1.0,01 loss,causal,18,3,10000,48,conjunction2,0.25,0.9
ICP+DT,1.544361,t2-t1,fit time,18,3,10000,48,conjunction2,0.25,0.9
