algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICSCM,0.85325,accuracy,test,96,3,10000,16,disjunction2,0.25,0.3
ICSCM,0.8564375,accuracy,train,96,3,10000,16,disjunction2,0.25,0.3
ICSCM,0.0,01 loss,causal,96,3,10000,16,disjunction2,0.25,0.3
ICSCM,0.412223,t2-t1,fit time,96,3,10000,16,disjunction2,0.25,0.3
