algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
DT,0.9885,accuracy,test,1,3,10000,51,treecomplete1,0.25,0.6
DT,0.990625,accuracy,train,1,3,10000,51,treecomplete1,0.25,0.6
DT,0.0,01 loss,causal,1,3,10000,51,treecomplete1,0.25,0.6
DT,0.003356,t2-t1,fit time,1,3,10000,51,treecomplete1,0.25,0.6
