algo,score,metric,type,split,n_var,n_samples,idx_features_used_binary_code,structure,gap_E0_E1,proportion_of_ones
ICP+DT,0.976,accuracy,test,99,3,10000,48,disjunction2,0.25,0.3
ICP+DT,0.974125,accuracy,train,99,3,10000,48,disjunction2,0.25,0.3
ICP+DT,1.0,01 loss,causal,99,3,10000,48,disjunction2,0.25,0.3
ICP+DT,1.533543,t2-t1,fit time,99,3,10000,48,disjunction2,0.25,0.3
